system   D            wsystem.c:583  maybe_parent_dir                 [   0.00135] Also searching C:\Users\Raymund\Documents\Game Stuff\2D Game Practice\Allegro Practice\
display  D   display_settings.c:191  debug_display_settings           [   0.33764] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33766] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33768] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33770] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33771] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33773] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33775] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33777] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33779] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.33781] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33783] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.33785] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33786] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33788] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33790] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33792] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33794] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33796] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33798] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33800] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33802] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33804] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33805] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33807] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33809] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33811] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33813] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.33815] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33817] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.33819] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33821] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33823] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33825] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33827] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33829] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33831] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33833] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33835] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33836] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33838] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33840] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33842] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33844] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.33846] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.33848] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.33850] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.33852] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.33854] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.33855] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33857] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.33859] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33861] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.33863] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33865] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.33866] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33869] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.33870] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33873] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.33881] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33885] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.33887] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33890] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.33892] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.33894] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.33896] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.33898] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.33900] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33902] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.33903] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33906] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.33907] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33909] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.33911] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33913] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.33915] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33917] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.33918] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33921] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.33922] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33924] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.33926] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.33928] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.33930] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.33932] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.33933] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33935] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.33937] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33939] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.33941] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33943] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.33945] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33947] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.33949] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33951] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.33953] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33955] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.33956] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33958] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.33960] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.33962] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.33964] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.33966] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.33967] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33970] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.33971] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33973] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.33975] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33977] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.33979] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33981] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.33982] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33984] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.33986] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33988] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.33990] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.33992] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.33993] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.33996] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.34000] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.34003] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.34004] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34007] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.34008] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34011] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.34012] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34014] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.34016] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34018] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.34020] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34022] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.34023] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34025] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.34027] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34029] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.34030] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.34032] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.34034] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.34036] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.34038] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34040] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.34041] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34044] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.34045] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34047] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.34049] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34051] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.34052] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34054] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.34056] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34058] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.34060] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34062] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.34063] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.34065] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.34067] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.34069] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.34071] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34073] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.34075] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34077] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.34078] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34080] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.34082] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34084] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.34086] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34088] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.34089] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34092] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.34093] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34095] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.34097] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.34099] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.34100] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.34103] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.34104] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34106] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.34108] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34110] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.34112] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34114] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.34115] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34117] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.34119] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34121] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.34122] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34125] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.34126] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.34128] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.34130] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34132] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34134] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34136] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34138] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34140] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34141] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34143] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34145] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34147] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34149] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34151] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34152] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34154] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34156] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34158] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34160] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34162] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34163] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34166] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34167] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34169] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34171] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34173] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34175] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34177] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34178] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34180] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34182] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34184] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34186] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34188] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34190] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34192] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34194] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34196] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34198] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34200] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34201] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34203] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34205] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34207] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34209] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34211] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34212] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34215] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34216] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34218] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34220] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34222] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34224] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34226] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34227] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34230] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34231] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34233] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34235] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34237] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34239] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34247] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34249] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34252] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34253] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34255] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34257] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34259] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34261] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34263] Single Buffer requirement not met.
